OrdNum,ObjectName,FullName,City,Address,Region,Site,HotelType,Stars,HighSuiteNum,HighSuitePlace,HighApartmentNum,HighApartmentPlace,HighLuxNum,HighLuxPlace,HighJunSuiteNum,HighJunSuitePlace,HighStudioNum,HighStudioPlace,FirstNum,FirstPlace,SecondNum,SecondPlace,ThirdNum,ThirdPlace,FourNum,FourPlace,FiveNum,FivePlace
550002179,Гостиница «Двина»  ,Гостиница «Двина» ООО ПКП «Титан»  ,Архангельск,163000, Архангельская обл., г. Архангельск, Троицкий пр., 52,Архангельская область,www.hoteldvina.ru,городская гостиница (отель),три звезды,,,4,12,34,72,,,,,277,490,,,,,,,,
550011038,"Гостиница ""Юрьево Подворье""","Гостинично-ресторанный комплекс ""Юрьево Подворье"" ООО ""АЮТА-сервис""",Вельск,165150, Архангельская обл., Вельский район, г. Вельск, ул. Дзержинского, д. 59,Архангельская область,www.urievo-podvorie.ru,городская гостиница (отель),три звезды,,,,,,,,,,,13,22,,,,,,,,
550011039,"Мини-отель ""Кают-Компания""","Мини-отель ""Кают-Компания"" ООО ""АЮТА-сервис""",Вельск,165150, Архангельская обл., Вельский район, г. Вельск, ул. Революционная, д. 105,Архангельская область,k-kompany.ru/,городская гостиница (отель),одна звезда,,,,,,,,,,,1,2,4,6,1,3,,,,
550011537,"Гостиница ""Подкова""","Гостиница ""Подкова"" ИП Воробьева Ольга Дмитриевна",,165230, Архангельская обл., Устьянский район, д. Кононовская, ул. Спортивная, д. 10а,Архангельская область,www.malinovka29.ru,городская гостиница (отель),две звезды,,,,,,,,,,,34,68,,,,,,,,
550011918,"Гостиница ""Арго""","Гостиница ""Арго"" ИП Вагин Денис Станиславович ",Архангельск,163071 г. Архангельск, ул. Гайдара, д. 59, корпус 3,Архангельская область,www.argohotel29.ru,городская гостиница (отель),две звезды,,,,,,,,,,,18,33,,,,,,,,
550013607,"Гостиница ""Каргополь""","Гостиница ""Каргополь"" ООО ""Компания Соловки""",Каргополь,164110, Архангельская обл., г. Каргополь, ул. Акулова, д. 23,Архангельская область,solovkibp.ru,городская гостиница (отель),три звезды,,,,,,,2,4,,,13,26,,,,,,,,
550014387,Отель  «СОВА»,Отель  «СОВА» ИП Тарасов Николай Александрович,р-п. Октябрьский,165210, Устьянский район, п. Октябрьский, улица Заводская д.27д,Архангельская область,www.hotel-sova.ru,мотель,две звезды,,,,,,,,,,,19,38,,,,,,,,
550014389,"Бутик-отель ""Троицкий""","Бутик-отель ""Троицкий"" ИП Кудрявцева Светлана Николаевна",Вельск,165150, Архангельская обл., г.Вельск, ул. Нечаевского, д.1,Архангельская область,www.troicky.ru,городская гостиница (отель),три звезды,,,,,,,,,,,10,15,,,,,,,,
550014390,"Гостиница ""Уют""","Гостиница ""Уют"" ИП Угрюмова О.В.",,165150, Вельский район, дер. Погореловская, дом 51,Архангельская область,,мотель,без звёзд,,,,,,,,,,,,,,,,,2,4,6,8
550014921,Гостиница «Сияние Севера»,Гостиница «Сияние Севера» ООО «ПКФ Север»,Вельск ,165150, Архангельская обл., г. Вельск, ул. Красная, д. 27,Архангельская область,,городская гостиница (отель),две звезды,,,,,,,,,,,,,17,28,,,,,9,25
550014924,Гостиница «Жемчужина Севера»,Гостиница «Жемчужина Севера» ООО  «ПКФ Север»,Вельск ,165150, Архангельская обл., г. Вельск, ул. Дзержинского, д. 92,Архангельская область,www.jemchujina-severa.ruhotel.su,городская гостиница (отель),две звезды,,,,,,,,,,,8,16,23,34,3,8,,,,
550015086,Гостиница «Никольский посад»,Гостиница «Никольский посад» АО «Никольский посад»,Северодвинск,164500, Архангельская обл., г. Северодвинск, ул. Карла Маркса, д. 21,Архангельская область,www.hotelnp.ru,городская гостиница (отель),три звезды,,,2,4,2,4,13,26,,,66,102,,,,,,,,
550015868,Гостиница «АэроОтель»,Гостиница «АэроОтель» ООО «АэроОтель»,Архангельск,163053, г. Архангельск, тер. Аэропорт Архангельск, д. 6,Архангельская область,www.arhaerohotel.ru,городская гостиница (отель),две звезды,,,,,,,,,,,,,50,74,,,9,26,,
550015869,Гостиница «Уют»,Гостиница «Уют» АО «БЫТ» ,Новодвинск,164900, Архангельская область, г.Новодвинск, ул. 50-летия Октября, д.16,Архангельская область,www.byt-appm.ru,городская гостиница (отель),две звезды,,,,,,,,,,,,,15,24,,,6,10,,
550015874,Гостиница «Беломорская»,Гостиница «Беломорская» ООО «Гостиница «Беломорская»,Архангельск,163060, г. Архангельск, ул. Тимме, д. 3,Архангельская область,www.belhotel.ru,городская гостиница (отель),две звезды,,,,,1,2,2,4,,,87,141,,,3,12,,,,
550015876,Гостиница «Пинежская Слобода» ,Гостиница «Пинежская Слобода» ГУП АО «Фонд имущества и инвестиций» ,с. Карпогоры,164600, Архангельская обл., Пинежский р-н, с. Карпогоры, ул. Колхозная, д.5,Архангельская область,www.pshotel.ru,городская гостиница (отель),одна звезда,,,,,,,,,,,,,17,24,,,,,,
550016413,Отель «Заря»,Отель «Заря» ИП Юрик Григорий Васильевич,Коряжма,165651, Архангельская область, г. Коряжма, ул. Пушкина, д.22, корпус 4,Архангельская область,www.hotel-zarya29.ru,городская гостиница (отель),две звезды,,,,,,,,,,,10,14,,,4,12,,,,
550016453,Гостиница «Отель на Ваге» ,"Гостиница «Отель на Ваге» ООО ""Поважье""",Вельск ,165150, Архангельская обл., г. Вельск, ул. Набережная, д. 56А,Архангельская область,www.otelnavage.ru,городская гостиница (отель),три звезды,1,2,,,,,8,16,,,6,8,,,,,,,,
